PK_COD_ENTIDADE,NO_ENTIDADE,MAT_CRECHE,MAT_PRE,MAT_FUND,MAT_MEDIO
33069409,0410006 ESCOLA MUNICIPAL PROFESSOR CARNEIRO RIBEIRO,0,0,335,0
33069417,0430001 ESCOLA MUNICIPAL PROFESSOR JOSUE DE CASTRO,0,0,750,0
33069425,0329001 ESCOLA MUNICIPAL PROFESSOR MOURAO FILHO,0,97,710,0
33069433,0410003 ESCOLA MUNICIPAL RUY BARBOSA,0,0,1035,0
33069441,0430005 ESCOLA MUNICIPAL TENENTE GENERAL NAPION,0,0,630,0
33069450,0430002 ESCOLA MUNICIPAL TEOTONIO VILELA,0,0,726,0
33069468,0410008 ESCOLA MUNICIPAL WALT DISNEY,0,195,310,0
33069476,GINASIO NOSSA SRA DO BONSUCESSO,4,37,332,80
33069514,0430007 ESCOLA MUNICIPAL NOVA HOLANDA,0,0,404,0
33069522,EXTERNATO PINHEIRO LTDA,0,15,209,79
33069549,INST CRISTAO HELENA ALEM,0,14,104,0
33069565,INSTITUTO PIO XI,35,83,852,224
33069590,INSTITUTO RELVAS LTDA,0,12,98,31
33069670,JD ESC GATINHA BRANCA LTDA,5,12,14,0
33069697,JD ESC SOLDADINHO DE CHUMBO,0,0,434,122
33069743,RECANTO DA CRIANCA FELIZ,83,0,0,0
33069778,UNID EDUC GAMA E SOUZA,0,21,279,162
33069794,UNIDADE EDUC GAMA E SOUZA,0,9,74,60
33069808,0411202 CIEP GREGORIO BEZERRA,0,0,490,0
33069816,0411502 CIEP DEPUTADO JOSE CARLOS BRANDAO MONTEIRO,0,94,258,0
33069824,0431501 CIEP MESTRE CARTOLA AGENOR DE OLIVEIRA,0,49,376,0
33069832,COLEGIO ALCANTARA,0,0,138,35
33069859,COL ATENEU DO RIO DE JANEIRO,10,28,329,63
33069921,CE GOMES FREIRE DE ANDRADE,0,0,0,1801
33069930,CE HEITOR LIRA,0,0,0,965
33069948,CE JOSE MARTI,0,0,0,401
33069956,CE REPUBLICA DE ANGOLA,0,0,0,203
33069964,CE REPUBLICA DE GUINE BISSAU,0,0,0,219
33069999,COL MEIRA LIMA,11,48,240,29
33070008,COL NOSSA SENHORA DA PENHA,0,78,362,87
33070059,COL SAO FABIANO,0,0,0,97
33070083,COLEGIO SANTA CLARA,25,34,176,0
33070091,COL TEC NS DAS GRACAS,0,0,119,85
33070113,0411020 ESCOLA MUNICIPAL GRECIA,0,0,426,0
33070148,CE BRANT HORTA,0,0,0,176
33070156,CE CHILE,0,0,0,344
33070164,CE CONDE DE AGROLONGO,0,0,0,134
33070172,CE EMBAIXADOR BARROS HURTADO,0,0,0,0
33070199,CE JOAO MARQUES DOS REIS,0,0,0,179
33070326,CE TERESA CRISTINA,0,0,0,115
33070334,0411009 ESCOLA MUNICIPAL CIENTISTA MARIO KROEFF,0,0,581,0
33070350,COLEGIO PINHEIRO,0,28,352,22
33070393,0431004 ESCOLA MUNICIPAL ALFREDO GOMES,0,0,266,0
33070407,0431804 EDI ALFREDO VALLADAO,23,170,0,0
33070415,0431024 ESCOLA MUNICIPAL ANDRADE NEVES,0,100,630,0
33070423,0411007 ESCOLA MUNICIPAL ARIOSTO ESPINHEIRA,0,49,302,0
33070431,0431010 ESCOLA MUNICIPAL ARMANDO FAJARDO,0,0,237,0
33070440,0431001 ESCOLA MUNICIPAL ARY BARROSO,0,0,363,0
33070458,0411002 ESCOLA MUNICIPAL BERNARDO DE VASCONCELLOS,0,0,498,0
33070466,0411010 ESCOLA MUNICIPAL BRANT HORTA,0,0,543,0
33070474,0431016 ESCOLA MUNICIPAL CRUZADA SAO SEBASTIAO,0,172,226,0
33070482,0411049 ESCOLA MUNICIPAL CANTOR E COMPOSITOR GONZAGUINHA,0,0,282,0
33070490,0431017 ESCOLA MUNICIPAL CARDEAL CAMARA,0,0,969,0
33070504,0431801 EDI CARVALHO MOURAO,26,230,0,0
33070512,0411006 ESCOLA MUNICIPAL CONDE DE AGROLONGO,0,25,495,0
33070520,0431805 EDI CONEGO FERNANDES PINHEIRO,0,381,0,0
33070539,0431002 ESCOLA MUNICIPAL DAVID PEREZ,0,0,298,0
33070547,0411805 EDI EDMUNDO DA LUZ PINTO,25,252,0,0
33070555,0431007 ESCOLA MUNICIPAL EMBAIXADOR BARROS HURTADO,0,0,305,0
33070563,0431022 ESCOLA MUNICIPAL ENEYDA RABELLO DE ANDRADE,0,0,433,0
33070571,0411036 ESCOLA MUNICIPAL F J OLIVEIRA VIANA,0,0,517,0
33070580,0411013 ESCOLA MUNICIPAL FERNANDO TUDE DE SOUZA,0,0,369,0
33070598,0411806 EDI GOETHE,48,231,0,0
33070601,0431021 ESCOLA MUNICIPAL HEITOR BELTRAO,0,0,340,0
33070610,0431026 ESCOLA MUNICIPAL HERBERT MOSES,0,0,651,0
33070628,0411014 ESCOLA MUNICIPAL JOAO DE DEUS,0,0,195,0
33070636,0411012 ESCOLA MUNICIPAL JOAO MARQUES DOS REIS,0,84,383,0
33070644,0431019 ESCOLA MUNICIPAL JORGE DE GOUVEIA,0,0,496,0
33070652,0431015 ESCOLA MUNICIPAL JOSEPH BLOCH,0,134,173,0
33070660,0411004 ESCOLA MUNICIPAL LEONOR COELHO PEREIRA,0,0,792,0
33070679,0410810 EDI MIGUEL COUTO,115,201,0,0
33070687,0431003 ESCOLA MUNICIPAL MIGUEL GUSTAVO,0,133,394,0
33070695,0431014 ESCOLA MUNICIPAL MINISTRO LAFAYETTE DE ANDRADA,0,0,206,0
33070709,0411017 ESCOLA MUNICIPAL MINISTRO AFRANIO COSTA,0,0,362,0
33070717,0411023 ESCOLA MUNICIPAL MINISTRO PLINIO CASADO,0,0,342,0
33070725,0411001 ESCOLA MUNICIPAL MONSENHOR ROCHA,0,0,727,0
33070733,0431013 ESCOLA MUNICIPAL MONTESE,0,0,264,0
33070741,0431008 ESCOLA MUNICIPAL ODILON BRAGA,0,0,409,0
33070750,0411808 EDI PIONEIRAS SOCIAIS Nº12,24,156,0,0
33070768,0411005 ESCOLA MUNICIPAL PRESIDENTE EURICO DUTRA,0,0,987,0
33070776,0431023 ESCOLA MUNICIPAL PRESIDENTE GRONCHI,0,0,738,0
33070784,0411018 ESCOLA MUNICIPAL PROFESSOR ARY QUINTELLA,0,0,233,0
33070792,0411011 ESCOLA MUNICIPAL PROFESSOR AUGUSTO MOTTA,0,0,606,0
33070806,0431803 EDI PROFESSOR EMMANUEL PEREIRA FILHO,48,280,0,0
33070814,0411008 ESCOLA MUNICIPAL PROFESSOR SOUZA CARNEIRO,0,0,283,0
33070822,0431011 ESCOLA MUNICIPAL RAUL PEDERNEIRAS,0,0,217,0
33070830,0431018 ESCOLA MUNICIPAL REPUBLICA DO LIBANO,0,0,396,0
33070849,0431009 ESCOLA MUNICIPAL RORAIMA,0,0,557,0
33070857,0431006 ESCOLA MUNICIPAL SAO JOAO BATISTA,0,0,690,0
33070865,0411028 ESCOLA MUNICIPAL SAO PAULO,0,0,428,0
33070873,0411809 ESCOLA MUNICIPAL SAO VICENTE,0,427,0,0
33070881,0411015 ESCOLA MUNICIPAL SUICA,0,0,202,0
33070890,0431027 ESCOLA MUNICIPAL ZELIA BRAUNE,0,0,904,0
33070946,E T E JUSCELINO KUBITSCHEK,0,0,0,469
33070954,COLEGIO FRANKLIN CARNEIRO,22,33,176,74
33071012,INSTITUTO NOSSA SENHORA DAS DORES,19,55,296,77
33071055,CENTRO EDUCACIONAL VILA DA PENHA,10,8,21,0
33071071,JD ESC BENEDICT,3,5,13,0
33071101,JD ESC LUMAR LTDA,36,58,83,0
33071128,JD ESC MEU ENCANTO,23,40,208,0
33071144,MARNIL SOCIEDADE DE ENSINO ESCOLAR LTDA,0,21,29,0
33071160,ALDEIA NUCLEO DE EDUCACAO MONTESSORIANA,0,102,111,0
33071179,0313503 ESCOLA MUNICIPAL LINS DE VASCONCELOS,0,108,367,0
33071195,CENTRO EDUCACIONAL CONVIVER,32,18,39,0
33071209,0312806 EDI PROFESSORA ELIANE MONTE CHIARI DANTAS,75,107,0,0
33071225,0312037 ESCOLA MUNICIPAL PROFESSORA VERA SABACK SAMPAIO,0,108,911,0
33071241,CENTRO DE DESENV 003DA CRIANCA,18,22,66,0
33071276,CENTRO DE ENSINO FARIA BRITO LTDA,0,0,325,0
33071292,CENTRO EDUC CARVALHO DE MENDONCA,0,0,84,50
33071306,CENTRO EDUCACIONAL MIGUEL CERVANTES,11,17,139,0
33071322,0313502 CIEP CHANCELER WILLY BRANDT,69,134,388,0
33071330,0312501 CIEP PATRICE LUMUMBA,0,0,472,0
33071349,0312502 CIEP PROCOPIO FERREIRA,240,240,0,0
33071357,0328501 CIEP VINICIUS DE MORAES,0,70,540,0
33071390,COL ARTE DO SABER,24,32,84,0
33071403,COLEGIO ARY QUINTELLA LTDA,12,56,434,105
33071497,COL DUQUE DE BRAGANCA,0,0,61,55
33071500,COLEGIO EDUCO MEIER,0,0,367,0
33071527,COL ERNANI CARDOSO,0,15,178,30
33071535,CE AGRIPINO GRIECO,0,0,0,263
33071543,CE BOLIVAR,0,0,0,100
33071551,CE CENTRAL DO BRASIL,0,0,0,1302
33071560,CE DELFIM MOREIRA,0,0,0,337
33071578,CE FRANCISCO JOBIM,0,0,0,120
33071586,CE MARANHAO,0,0,0,289
33071594,CE OLINTO DA GAMA BOTELHO,0,0,0,702
33071616,CE REPUBLICA DO PERU,0,0,0,0
33071632,COL HELIO ALONSO,8,49,444,110
33071659,COL IMACULADO CORACAO DE MARIA,49,81,558,68
33071683,COLEGIO PENSI MARTINS - MEIER,0,0,338,209
33071713,ASSOCIACAO EDUCATIVA E ASSISTENCIAL MADRE CARMEN SALLES,62,65,239,43
33071721,COLEGIO QI METROPOLITANO,0,0,480,207
33071748,COLEGIO QI METROPOLITANO ANEXO II,39,78,0,0
33071756,COLEGIO INTEGRADO DO MEIER,0,0,109,80
33071829,CPII - CAMPUS ENGENHO NOVO II,0,0,542,523
33071837,CPII - CAMPUS ENGENHO NOVO I,0,0,499,0
33071926,COLEGIO SANTA MONICA - CACHAMBI,59,213,905,97
33071969,CE VISCONDE DE CAIRU,0,0,0,1594
33071993,CONVIVENDO CRECHE MATERNAL E JD,43,25,15,0
33072043,EDUCANDARIO MADRE GUELL,0,84,431,0
33072078,CE BARAO DE MACAUBAS,0,0,0,302
33072094,CE JOAO KOPKE,0,0,0,67
33072183,CE JOSE EDUARDO DE MACEDO SOARES,0,0,0,226
33072205,CE LAURO SODRE,0,0,0,75
33072248,CE HISPANO BRASILEIRO JOAO CABRAL DE MELO NETO,0,0,0,266
33072280,CE PERNAMBUCO,0,0,0,103
33072337,CE SARMIENTO,0,0,0,52
33072370,CE VIRGILIO DE MELO FRANCO,0,0,0,186
33072396,OBRAS PROFISSIONAIS SOCIAIS SANTA RITA DE CASSIA,0,0,343,0
33072400,0312807 EDI DEL CASTILHO,0,121,0,0
33072418,0313055 ESCOLA MUNICIPAL DOUTOR ULISSES PERNAMBUCANO,0,127,20,0
33072426,ESC FRANCISCA PAULA DE JESUS,130,138,714,90
33072434,ESCOLA GIMENES,0,0,148,0
33072507,0313024 ESCOLA MUNICIPAL ACRE,0,0,253,0
33072515,0313019 ESCOLA MUNICIPAL AFFONSO TAUNAY,0,71,151,0
33072523,0313051 ESCOLA MUNICIPAL ALAGOAS,0,101,540,0
33072531,0312035 ESCOLA MUNICIPAL ANTONIO PEREIRA,0,48,266,0
33072540,0313037 ESCOLA MUNICIPAL AUGUSTO FREDERICO SCHMIDT,0,46,264,0
33072558,0312015 ESCOLA MUNICIPAL BARAO DE MACAHUBAS,0,49,304,0
33072566,0313016 ESCOLA MUNICIPAL BENEVENUTA RIBEIRO,0,0,412,0
33072574,0313020 ESCOLA MUNICIPAL BENTO RIBEIRO,0,0,481,0
33072582,0313032 ESCOLA MUNICIPAL BOLIVAR,0,0,323,0
33072590,0313040 ESCOLA MUNICIPAL BRIGADEIRO FARIA LIMA,0,0,380,0
33072604,0313807 EDI CARLOS GOMES,28,157,0,0
33072639,0312016 ESCOLA MUNICIPAL CEARA,0,0,617,0
33072647,0313005 ESCOLA MUNICIPAL CESAR AUGUSTO SOARES,0,49,264,0
33072655,0313806 EDI EDUCANDARIO DE SANTA CRUZ,97,87,0,0
33072663,0312008 ESCOLA MUNICIPAL DELFIM MOREIRA,0,59,546,0
33072671,0312024 ESCOLA MUNICIPAL DOMINGOS BEBIANO,0,52,339,0
33072680,0313008 ESCOLA MUNICIPAL DR MARIO AUGUSTO TEIXEIRA DE FREITAS,0,120,286,0
33072698,0313035 ESCOLA MUNICIPAL EDGARD SUSSEKIND DE MENDONCA,0,0,330,0
33072701,0313054 ESCOLA MUNICIPAL ENGENHEIRO ROBERTO MAGNO DE CARVALHO,0,0,383,0
33072710,0312031 ESCOLA MUNICIPAL EURICO SALLES,0,0,344,0
33072728,0312021 ESCOLA MUNICIPAL EURICO VILLELA,0,52,195,0
33072736,0313830 EDI FELIX PACHECO,60,192,0,0
33072744,0313021 ESCOLA MUNICIPAL FRANCISCO JOBIM,0,0,414,0
33072752,0313804 EDI GEORGE BERNANOS,44,90,0,0
33072760,0312009 ESCOLA MUNICIPAL GEORGE SUMNER,0,0,577,0
33072779,0313042 ESCOLA MUNICIPAL GOIAS,0,0,286,0
33072787,0312020 ESCOLA MUNICIPAL GUSTAVO ARMBRUST,0,0,721,0
33072795,0313034 ESCOLA MUNICIPAL HELIO SMIDT,0,0,304,0
33072817,0312812 EDI HERMENEGILDO DE BARROS,147,83,0,0
33072825,0313023 ESCOLA MUNICIPAL HONORIO GURGEL,0,125,258,0
33072833,0313018 ESCOLA MUNICIPAL ISABEL MENDES,0,49,259,0
33072841,0313027 ESCOLA MUNICIPAL JEAN MERMOZ,0,0,397,0
33072850,0313044 ESCOLA MUNICIPAL JOAO KOPKE,0,79,561,0
33072868,0312023 ESCOLA MUNICIPAL JOAQUIM RIBEIRO,0,53,551,0
33072876,0313011 ESCOLA MUNICIPAL JOSE EDUARDO DE MACEDO SOARES,0,25,340,0
33072884,0313026 ESCOLA MUNICIPAL JOSE LINS DO REGO,0,112,184,0
33072892,0312029 ESCOLA MUNICIPAL JOSE MARTI,0,0,251,0
33072906,0313002 ESCOLA MUNICIPAL JOSE VERISSIMO,0,0,384,0
33072914,0312017 ESCOLA MUNICIPAL LAURO SODRE,49,109,370,0
33072922,0312033 ESCOLA MUNICIPAL LEVY NEVES,0,0,361,0
33072930,0312034 ESCOLA MUNICIPAL LIBERATO BITTENCOURT,0,153,354,0
33072949,0313038 ESCOLA MUNICIPAL LONDRES,0,0,542,0
33072957,0312030 ESCOLA MUNICIPAL MARECHAL ESTEVAO LEITAO DE CARVALHO,0,0,411,0
33072965,0312012 ESCOLA MUNICIPAL MANOEL BOMFIM,0,0,484,0
33072973,0313052 ESCOLA MUNICIPAL MARANHAO,0,0,445,0
33072981,0313803 EDI MARIA BRAZ,27,179,0,0
33072990,0313033 ESCOLA MUNICIPAL MARIA IZABEL BIVAR,0,0,202,0
33073007,0312810 EDI MARIA MAZZETI,52,101,0,0
33073015,0313805 EDI MAURICIO CARDOSO,70,275,0,0
33073023,0313014 ESCOLA MUNICIPAL MEDEIROS E ALBUQUERQUE,0,46,296,0
33073031,0313013 ESCOLA MUNICIPAL MINISTRO GAMA FILHO,0,75,519,0
33073040,0313031 ESCOLA MUNICIPAL NOSSA SENHORA DE POMPEIA,0,68,295,0
33073058,0312014 ESCOLA MUNICIPAL NEREU SAMPAIO,0,0,777,0
33073066,0312018 ESCOLA MUNICIPAL NICOLAU ANTONIO TAUNAY,0,83,478,0
33073074,0312019 ESCOLA MUNICIPAL OLAVO JOSINO DE SALLES,0,104,763,0
33073082,0312010 ESCOLA MUNICIPAL PACE,15,74,203,0
33073090,0313003 ESCOLA MUNICIPAL PARETO,0,73,314,0
33073104,0313030 ESCOLA MUNICIPAL PASTOR MIRANDA PINTO,0,0,450,0
33073112,0312011 ESCOLA MUNICIPAL PERNAMBUCO,0,110,821,0
33073120,0313808 EDI PRESIDENTE KENNEDY,48,156,0,0
33073139,0312027 ESCOLA MUNICIPAL PROFESSOR AFONSO VARZEA,0,129,430,0
33073147,0312025 ESCOLA MUNICIPAL PROFESSORA ARMINDA MOREIRA PADOVA,0,49,227,0
33073155,0313022 ESCOLA MUNICIPAL PROFESSOR AUGUSTO PAULINO FILHO,0,49,515,0
33073163,0313025 ESCOLA MUNICIPAL PROFESSOR VISITACAO,54,130,194,0
33073171,0313046 ESCOLA MUNICIPAL REPUBLICA DE EL SALVADOR,0,0,364,0
33073180,0313015 ESCOLA MUNICIPAL REPUBLICA DO PERU,0,0,562,0
33073198,0312032 ESCOLA MUNICIPAL REVERENDO ALVARO REIS,0,47,355,0
33073201,0313006 ESCOLA MUNICIPAL RIO DE JANEIRO,0,0,241,0
33073210,0313036 ESCOLA MUNICIPAL RIO GRANDE DO SUL,0,0,703,0
33073228,0312022 ESCOLA MUNICIPAL RUBENS BERARDO,0,0,822,0
33073236,0312013 ESCOLA MUNICIPAL SAO DOMINGOS,0,0,148,0
33073244,0313007 ESCOLA MUNICIPAL SARMIENTO,19,179,464,0
33073252,0313012 ESCOLA MUNICIPAL SENADOR JOAO LYRA TAVARES,63,156,168,0
33073260,0313501 ESCOLA MUNICIPAL SENEGAL,0,0,336,0
33073279,0313048 ESCOLA MUNICIPAL SERVULO DE LIMA,0,0,196,0
33073287,0313053 ESCOLA MUNICIPAL SUECIA,0,95,476,0
33073295,0313043 ESCOLA MUNICIPAL TAGORE,0,26,214,0
33073309,0313029 ESCOLA MUNICIPAL THOMAS MANN,0,0,487,0
33073317,0313041 ESCOLA MUNICIPAL TOBIAS BARRETO,0,0,316,0
33073325,0313049 ESCOLA MUNICIPAL VIRGILIO DE MELO FRANCO,0,80,522,0
33073333,0313001 ESCOLA MUNICIPAL MARECHAL CARLOS MACHADO BITENCOURT,0,137,342,0
33073368,CE PASTOR MIRANDA PINTO,0,0,0,138
33073384,ESCOLA TECNICA REZENDE RAMMEL,0,0,0,256
33073392,INST BENHUR DE ENSINO LTDA IBE,0,0,60,93
33073406,COLEGIO E CURSO GMT,0,0,183,151
33073490,INSTITUTO EDUCACIONAL SAO BRAZ,21,50,107,0
33073554,INST SAO JOAO BAPTISTA,25,40,312,114
33073597,CENTRO DE ENSINO FARIA BRITO LTDA,44,74,0,0
33073619,JARDIM ESCOLA BEM ME QUER,0,0,11,0
33073635,JD ESC CASA VIVA,0,10,36,0
33073643,JD ESC CASTELINHO ENCANTADO,9,26,70,0
33073694,JD ESC O CURUMIM LTDA,7,8,15,0
33073783,JD ESC MONTE SINAI,31,52,249,50
33073821,JD ESC RECANTO FELIZ,10,16,49,0
33073830,JD ESC TEMPO FELIZ,6,36,0,0
33073902,COLEGIO SUL AMERICANO,4,14,108,66
33073910,SEFA SOC EDUC FERNANDO ALVES,50,61,139,4
33073953,0625812 EDI AMARELINHO,0,146,0,0
33073961,0514804 EDI VICENTE DE CARVALHO,50,277,0,0
33073970,0514501 CIEP DOM OSCAR ROMERO,54,130,328,0
33073988,0431502 CIEP GRACILIANO RAMOS,0,0,550,0
33074003,CURSO PREPARATORIO ATLAS,0,0,125,71
33074038,CE ITALIA,0,0,0,405
33074046,CE JOSUE DE CASTRO,0,0,0,293
33074054,CE NUNO ALVARES PEREIRA,0,0,0,199
33074070,COL EUCLIDES DA CUNHA,52,55,273,0
33074089,CENTRO EDUCACIONAL ROSA CHAMMA,0,0,254,170
33074135,EDUCANDARIO LUSO,30,27,167,0
33074151,CE MATO GROSSO,0,0,0,276
33074160,CE ADLAI STEVENSON,0,0,0,170
33074232,CE OLIMPIA DO COUTO,0,0,0,289
33074267,CE RODRIGO OTAVIO FILHO,0,0,0,268
33074291,0514013 ESCOLA MUNICIPAL ADLAI STEVENSON,0,0,476,0
33074305,0514007 ESCOLA MUNICIPAL ALBERT SABIN,0,98,515,0
33074313,0514011 ESCOLA MUNICIPAL ALFREDO DE PAULA FREITAS,0,44,341,0
33074321,0514024 ESCOLA MUNICIPAL ALMIRANTE NEWTON BRAGA DE FARIA,0,109,200,0
33074330,0514035 ESCOLA MUNICIPAL AMAPA,0,0,583,0
33074348,0514015 ESCOLA MUNICIPAL BARCELONA,0,0,248,0
33074356,0514005 ESCOLA MUNICIPAL BOLIVIA,0,120,283,0
33074364,0514002 ESCOLA MUNICIPAL CECILIA MEIRELLES,0,0,547,0
33074372,0514031 ESCOLA MUNICIPAL CLAUDIO IGNACIO DE OLIVEIRA,0,48,240,0
33074380,0514025 ESCOLA MUNICIPAL CONDE PEREIRA CARNEIRO,0,0,627,0
33074399,0514001 ESCOLA MUNICIPAL DESEMBARGADOR MONTENEGRO,0,0,520,0
33074402,0515011 ESCOLA MUNICIPAL EMBAIXADOR JOAO NEVES DA FONTOURA,0,0,502,0
33074410,0515007 ESCOLA MUNICIPAL FRANCISCO FRIAS DE MESQUITA,0,52,222,0
33074429,0514026 ESCOLA MUNICIPAL FRANCISCO SERTORIO PORTINHO,0,142,482,0
33074437,0514023 ESCOLA MUNICIPAL GASPAR VIANNA,0,132,1002,0
33074445,0515802 EDI GUSTAVO LESSA,92,353,0,0
33074453,0514010 ESCOLA MUNICIPAL IRA,0,45,370,0
33074461,0515002 ESCOLA MUNICIPAL ITALIA,0,0,1397,0
33074470,0514012 ESCOLA MUNICIPAL J CARLOS,0,0,205,0
33074488,0514803 EDI JOSE ALPOIM,73,221,0,0
33074496,0514020 ESCOLA MUNICIPAL JOSE DO PATROCINIO,0,0,737,0
33074500,0515004 ESCOLA MUNICIPAL LUIZ DE CAMOES,0,0,562,0
33074518,0514802 EDI LUXEMBURGO,72,214,0,0
33074526,0514003 ESCOLA MUNICIPAL MAESTRO PIXINGUINHA,0,0,250,0
33074534,0514029 ESCOLA MUNICIPAL MALBA TAHAN,0,0,388,0
33074542,0411022 ESCOLA MUNICIPAL MARCILIO DIAS,0,50,343,0
33074550,0514008 ESCOLA MUNICIPAL MARIA BAPTISTINA DUFFLES TEIXEIRA LOTT,0,0,513,0
33074569,0514022 ESCOLA MUNICIPAL MARIO PAULO DE BRITO,0,0,397,0
33074577,0514009 ESCOLA MUNICIPAL MATO GROSSO,26,196,588,0
33074585,0514032 ESCOLA MUNICIPAL MENDES VIANA,0,0,565,0
33074593,0411021 ESCOLA MUNICIPAL MIGUEL ANGELO,0,0,447,0
33074607,0514021 ESCOLA MUNICIPAL NUN ALVARES PEREIRA,0,0,398,0
33074615,0515003 ESCOLA MUNICIPAL OLEGARIO MARIANO,0,108,838,0
33074623,0514030 ESCOLA MUNICIPAL OLIMPIA DO COUTO,0,144,477,0
33074631,0515005 ESCOLA MUNICIPAL OSWALDO ARANHA,0,190,519,0
33074640,0515001 ESCOLA MUNICIPAL PARA,0,0,512,0
33074658,0514033 ESCOLA MUNICIPAL PAULA FONSECA,0,0,399,0
33074666,0515803 EDI PIO XII,21,193,0,0
33074674,0514016 ESCOLA MUNICIPAL PIRES E ALBUQUERQUE,0,0,213,0
33074682,0515010 ESCOLA MUNICIPAL PROFESSOR ALFREDO RUSSELL,0,53,210,0
33074690,0514006 ESCOLA MUNICIPAL QUINTINO DO VALLE,0,0,232,0
33074704,0514017 ESCOLA MUNICIPAL RODOLFO GARCIA,0,76,215,0
33074712,0514018 ESCOLA MUNICIPAL RODRIGO OTAVIO FILHO,0,0,628,0
33074720,0514019 ESCOLA MUNICIPAL ROSA BETTIATO ZATTERA,0,0,643,0
33074739,0514027 ESCOLA MUNICIPAL SEBASTIAO DE LACERDA,0,115,558,0
33074747,0514004 ESCOLA MUNICIPAL SERGIPE,0,129,455,0
33074755,0514028 ESCOLA MUNICIPAL TARSILA DO AMARAL,43,132,458,0
33074763,0515009 ESCOLA MUNICIPAL VELINDA MAURICIO DA FONSECA,0,0,609,0
33074771,ESCOLA PIO XII,21,53,397,92
33074798,CE AMAPA,0,0,0,93
33074852,INSTITUTO JESUS EUCARISTICO,18,70,368,93
33074860,INST STO ALEIXO,9,46,254,39
33074895,JD DE INF O PATINHO SABIDO COL SAMPAIO,19,44,193,0
33074909,JD DE INFANCIA TIA VERA LTDA,40,38,104,0
33074925,JD ESCOLA LUCENA LTDA,26,67,374,0
33074941,JD ESC PICAPAU DE OURO - COLEGIO AZEVEDO,0,116,552,0
33074968,JD ESC TIC TAC E COL MUNIZ EIRELI,4,25,122,0
33074976,ESCOLA TURMA DA MONICA,56,54,128,0
33074984,JD ESC VIVER,0,0,65,0
33075034,ESCOLA TECNICA ESTADUAL OSCAR TENORIO,0,0,0,545
33075042,CEJA MADUREIRA,0,0,0,0
33075050,0515501 CIEP AUGUSTO PINHEIRO DE CARVALHO,44,139,279,0
33075069,0515502 CIEP PROFESSOR MANOEL MAURICIO DE ALBUQUERQUE,0,107,324,0
33075077,0515503 CIEP METALURGICO BENEDITO CERQUEIRA,25,136,295,0
33075123,SOCIEDADE EDUC VILA DA PENHA,0,0,136,42
33075131,COLEGIO ESQUEMA,0,0,68,61
33075166,IE CARMELA DUTRA,0,0,0,1102
33075174,CE CHARLES CHAPLIN,0,0,0,155
33075182,CE CIDADE DE LISBOA,0,0,0,170
33075190,CE LUIZ DE CAMOES,0,0,0,261
33075204,CE MARQUES REBELO,0,0,0,165
33075212,CE PROFESSOR JOSE ACCIOLI,0,0,0,467
33075220,CE PROFESSOR SOUSA DA SILVEIRA,0,0,0,214
33075280,COL JOAO LYRA FILHO,64,78,341,61
33075310,COLEGIO JOAO XXIII,39,75,384,64
33075352,COL LEMOS DE CASTRO,0,31,328,0
33075409,COL NACIONAL,33,62,301,74
33075425,COL PENTAGONO,0,0,1191,321
33075492,COLEGIO REPUBLICANO LTDA,0,0,78,22
33075506,COL ROMUALDO FERREIRA DE ALMEIDA,8,33,310,133
33075557,COL SAO SEBASTIAO,0,22,216,43
33075565,COLEGIO SOUZA MARQUES,6,25,252,90
33075581,SANTA MONICA CENTRO EDUCACIONAL - CASCADURA,87,185,1278,91
33075603,SANTA MONICA CENTRO EDUCACIONAL-BENTO RIBEIRO,86,142,397,0
33075620,SANTA MONICA CENTRO EDUCACIONAL-BENTO RIBEIRO,0,0,350,140
33075638,COLEGIO SUL AMERICANO,20,32,137,40
33075689,CE CARDEAL ARCOVERDE,0,0,0,230
33075719,CE CONDE AFONSO CELSO,0,0,0,261
33075760,CE FRANCISCO PALHETA,0,0,0,132
33075816,CE OLEGARIO MARIANO,0,0,0,259
33075832,CE PARANA,0,0,0,165
33075867,CE SANTOS DUMONT,0,0,0,231
33075875,CE SENADOR FRANCISCO GALLOTTI,0,0,0,0
33075883,CE VIRIATO CORREA,0,0,0,111
33075891,CE WALDEMIRO POTSCH,0,0,0,159
33075921,COLEGIO ADVENTISTA DE JACAREPAGUA,39,121,833,212
33075930,COL AMERICO DE OLIVEIRA,0,0,456,169
33075956,SOCIEDADE EDUCACIONAL CURUPAITI,8,0,3,0
33075964,0515042 ESCOLA ESPECIAL MUNICIPAL MAURICIO DE MEDEIROS,0,40,53,0
33075972,ESCOLA ESPECIAL FAVO DE MEL,0,0,0,0
33075980,0515046 ESCOLA MUNICIPAL ADELMAR TAVARES,49,98,159,0
33075999,0515061 ESCOLA MUNICIPAL ASPIRANTE CARLOS ALFREDO,0,48,422,0
33076006,0515058 ESCOLA MUNICIPAL ASTOLFO REZENDE,0,102,372,0
33076014,0515052 ESCOLA MUNICIPAL AZEVEDO JUNIOR,0,0,517,0
33076022,0515034 ESCOLA MUNICIPAL BARAO DE ITARARE,0,0,328,0
33076030,0515035 ESCOLA MUNICIPAL BARAO DO AMPARO,0,131,400,0
33076049,0515054 ESCOLA MUNICIPAL CARDEAL ARCOVERDE,0,46,583,0
33076057,0515024 ESCOLA MUNICIPAL CERVANTES,0,47,254,0
